path,split,class,class_es,size_bytes
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/835f4a10-45e2-4b7d-9b06-90318ea60082___Crnl_L.Mold 6960.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,11194
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/dbbb1200-16e8-4842-acbf-57ccd1afc2dc___Crnl_L.Mold 7035.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,14451
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/e8a0bcf7-b76f-495f-ad84-f29329bfa481___Crnl_L.Mold 6620.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,19065
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/a3bcb764-2c05-44e0-a177-70d0d8294894___Crnl_L.Mold 7170.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,13089
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/91a2c537-6b7c-463a-b59e-0f8b3ea8865b___Crnl_L.Mold 6526.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,18151
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/Tomato___Leaf_Mold_original_8c42c67d-817e-420b-8b70-92b4a32c46bc___Crnl_L.Mold 6501.JPG_509d807c-f044-4d2e-b1b7-51f6f2e17280.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,22610
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/Tomato___Leaf_Mold_original_722e11c3-9b08-4192-9ad0-142e9240914c___Crnl_L.Mold 8920.JPG_d6bfcb00-8dbe-4706-8276-c30b1f4a5300.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,18056
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/34771f89-a1bc-49e9-8d94-1eb402312b8d___Crnl_L.Mold 9142.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,13086
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/cd7835bc-5278-4005-81ec-9186d3237527___Crnl_L.Mold 6901.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,16562
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/6685d4bb-ddc5-40b3-b7cf-e4b71a713e31___Crnl_L.Mold 7019.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,15200
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/Tomato___Leaf_Mold_original_cb956960-ad6c-4a87-bee1-dacfc8acb7d8___Crnl_L.Mold 8945.JPG_068d2172-4903-40cd-a0f4-8ac1a139b719.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,11004
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,15201
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/9622ac01-44eb-46b1-99cf-811d655ad6a8___Crnl_L.Mold 8801.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,17448
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/5c58dd13-93e0-4e77-b653-ba1f6833a67e___Crnl_L.Mold 8712.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,18601
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/7e68a820-e070-4e47-ad93-48ada05c80b2___Crnl_L.Mold 9112.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,12327
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/0ae36892-5cb1-476e-8a51-b7fd8183a535___Crnl_L.Mold 6728.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,15611
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/Tomato___Leaf_Mold_original_41a6e837-7822-447c-b887-3be149d58322___Crnl_L.Mold 7100.JPG_52a8d04f-632e-43f4-b69a-82fc6545cc99.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,11265
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/ffb2d848-e46c-485c-a633-8d6137dd3dbf___Crnl_L.Mold 8735.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,16134
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/c498f92f-5940-43ed-982b-110e5dc67b20___Crnl_L.Mold 7142.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,12306
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/c6e1c2ad-78ae-4241-b86c-39d056318737___Crnl_L.Mold 6736.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,18815
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Leaf_Mold/9d83467e-974a-478a-a163-e20240fcf102___Crnl_L.Mold 6786.JPG,train,Tomato___Leaf_Mold,Moho de la hoja,17899
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/0648ab1f-53de-4c70-9854-10f0794cb30c___Matt.S_CG 7480.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,24251
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/eeb47d84-df6f-4178-ab6f-09cfd26dae64___Keller.St_CG 1885.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,11823
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/a13ce2fb-5b13-4dec-a2e4-417dc3f3a817___JR_Sept.L.S 8485.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19205
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f7c80186-a4f8-4c18-af38-106b81f23bbd___Matt.S_CG 7658.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20466
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f6fc8ed7-225e-41a9-8d22-af61401a60b9___Matt.S_CG 6506.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,11346
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/5521170e-a89f-4bb5-aa54-224a9d278d36___Keller.St_CG 1913.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,12041
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/4868a14d-e319-4db0-bdd5-241e50a05bf8___Matt.S_CG 6451.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,14344
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/b7e27afc-2044-4b28-8930-805708d7dce8___Matt.S_CG 0662.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,10312
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f1a943c2-373d-43e1-97c4-19458d938bdc___Matt.S_CG 6732.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20372
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d16a363b-66e1-4206-89f8-31b2b4fadd5b___Matt.S_CG 7491.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20684
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e9de0604-a1be-42b7-8c6f-f376904c0473___Matt.S_CG 1688.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19577
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/dc2dc933-0e6f-46ea-a490-55919ec329e6___Matt.S_CG 1304.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,17760
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/1dba882a-8d8b-4f5e-a6d4-18f6c58534b3___Matt.S_CG 6782.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22376
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e6b13873-f2dd-4488-b2e2-3a8d1b358954___Matt.S_CG 6429.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,13247
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/75766b07-f03c-4c54-bd34-05fecb240dbf___Matt.S_CG 7466.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20786
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/ac3e0cba-bf42-4cd4-84b7-4267e8d84dc8___JR_Sept.L.S 2639.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,17296
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/ccfd6b0f-5f54-45ea-8567-cf0cc63403bf___Matt.S_CG 2568.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18785
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/cedcac38-84d8-4fe2-88cd-ad0656f55a93___Matt.S_CG 7599.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20561
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d96cbe0b-3d16-4e41-903a-5bb493052682___Matt.S_CG 6166.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,14325
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/3764603c-7343-4eb1-9698-5b709f5a6369___JR_Sept.L.S 2561.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,13303
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d1dfc5c2-9605-419b-826f-58691f793758___JR_Sept.L.S 2674.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22946
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/459318c1-ddb2-4f9c-b497-6280e1e82b96___JR_Sept.L.S 2635.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18176
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e99b6e56-c1b9-42e0-94a8-8a2f0442a1fe___Matt.S_CG 0671.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,14018
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c0d1a292-8b42-47b2-967e-0026af3988be___Matt.S_CG 1015.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,11928
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/fdf8c942-a8a1-49f1-ad3d-e4b492a7a145___Matt.S_CG 1590.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,16006
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f8e19e45-a84d-4292-8849-8849518a2d4f___JR_Sept.L.S 8517.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19769
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e2eed3af-be31-4557-b75f-e450ce639046___Matt.S_CG 1605.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18789
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/853f9d8c-0f82-4008-b5ea-5cea9739ee65___JR_Sept.L.S 2601.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15203
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e13e5c45-eab7-4a23-a2bc-3f89fbc7cda6___Matt.S_CG 6879.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,23965
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e7eabac8-f9ff-4ec1-b07b-c11791b47bda___Matt.S_CG 1677.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,23416
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/1fef5339-704d-456a-a7b8-85014c9c8600___JR_Sept.L.S 8489.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20006
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c7ce1816-e41a-433b-9fd5-e933d0253d69___JR_Sept.L.S 2662.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18237
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c94c0c06-4d30-4c10-b2dc-eed7a658a0f2___JR_Sept.L.S 8514.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20328
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/1a555e99-78f6-459f-8572-b877b2e7b73c___Matt.S_CG 7415.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21336
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/0c8fd2f4-9c26-4e6d-90b5-fae10602579c___Matt.S_CG 1072.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,11436
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/827aa549-0e8b-46d1-b7b2-101ceaab0c03___Keller.St_CG 1919.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,12677
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c7f91b1e-7ce9-41ec-9f51-2306168bf43e___JR_Sept.L.S 2598.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18165
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/39081040-dbed-48f3-aef1-7bab8831a7e0___JR_Sept.L.S 8447.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20956
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/49680a31-cb91-4694-9609-4aad7079dd77___Matt.S_CG 6155.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,14262
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/9102ff1d-7934-408e-bc0b-ca2694f46b76___Matt.S_CG 2870.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18634
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e09ba1ab-7952-4b09-a886-0025c4536d7c___Keller.St_CG 1936.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15700
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/ffd3c6f3-17d3-45f1-a599-2623e111ec71___Matt.S_CG 6493.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,13234
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f214d421-d6a3-4152-9e8f-db81ceb32dd1___Matt.S_CG 7811.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,16502
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/881cef87-36ea-49e5-bc1a-fa2b7a959221___Matt.S_CG 6543.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21522
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/6918835e-c3c4-4c9d-a212-35c1b9766f11___Matt.S_CG 0715.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,10976
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/0d1ab917-ea01-43d7-8a63-232bffcfbb08___Keller.St_CG 1769.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,10439
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/bc46127b-1990-4574-9d9d-8cdcb65a018b___Matt.S_CG 1525.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18062
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/94473aa8-8533-4c7c-8651-d3e4c63d7c9d___JR_Sept.L.S 8434.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18615
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c00d1c2a-e272-49dd-b4b5-7f925712697c___Matt.S_CG 2743.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18610
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/e5a5d1bd-7ff8-4b04-bdcd-dde9c678802a___JR_Sept.L.S 2647.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18181
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,17251
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/cf01b83b-612f-45af-8ada-7f500859ad73___JR_Sept.L.S 2600.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18843
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/ff26f205-223f-4140-80fc-87478e501904___JR_Sept.L.S 2585.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22308
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/bfc3baa5-29f8-43c0-bc0a-79becd72135f___Matt.S_CG 6153.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,13797
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/115872f2-53a2-4ed9-a394-01882a0d30db___Keller.St_CG 1914.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,11507
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d1f20bdd-d68d-470a-95af-5a3514a85e8d___Matt.S_CG 0923.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,11706
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/a6838e7b-b9f5-4d7e-ad16-63b27baa0ca2___JR_Sept.L.S 2477.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,17745
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/971cd71b-c5da-48dc-8c7b-91280e231301___Keller.St_CG 1823.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,14553
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/4463e85e-f583-41ae-8261-8cc9b5ac3850___Matt.S_CG 7560.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20673
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f8666878-6995-4e12-93b9-c20b02b606ba___Keller.St_CG 1985.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19951
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/988d5328-da67-4872-9db0-baff075a432f___JR_Sept.L.S 2586.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19469
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d5aea5fd-511a-4b5a-92d5-b4063c2c9615___Matt.S_CG 0669.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,10936
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/b0e900f0-d8b8-4efe-a447-4cd4340417d3___Matt.S_CG 7582.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21502
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/2423106f-b2fd-45ed-ac52-69c093b39826___Matt.S_CG 2737.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18434
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/f2c4d017-4a10-4a16-822a-becf33bc6bf6___Matt.S_CG 1698.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18909
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15029
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/36942c3f-7a37-46fd-9f47-7f1da66da785___JR_Sept.L.S 8504.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15961
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/b0db8ed2-d2eb-421a-8159-234f88e0aaa9___Matt.S_CG 7860.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,23850
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/daad8307-4482-4a22-bbd5-395fc6d767c6___Matt.S_CG 6637.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15076
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/b70775c5-59bc-4204-af05-a420ef373667___JR_Sept.L.S 2693.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,17792
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/a6885d8d-5ea3-4b8b-aa1a-5bbfff6ca8c6___Matt.S_CG 2799.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18925
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/1469ba5d-2d15-4089-a7a2-762a4a43bdbd___JR_Sept.L.S 8452.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19798
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/fa1725b1-34e1-49b9-b9e4-13a51757c28e___Matt.S_CG 0784.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,10534
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/4467daac-1e75-4b6f-868d-9dcb5016bd1e___Matt.S_CG 7436.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22676
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/35624b1d-4848-4ccc-8554-76cc8f37fb34___JR_Sept.L.S 2599.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15978
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/2996fe86-51c4-4ded-b7a4-4f0905247394___Keller.St_CG 1841.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,12883
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/95968140-306b-45b7-9bb0-bb475995d29c___JR_Sept.L.S 2580.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,25046
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d49f313e-910e-4386-a120-8b5e27dccb14___Matt.S_CG 2616.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18380
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/bb541e5c-bb48-4f8b-8557-98d8a60a41d6___JR_Sept.L.S 2550.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,17961
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c8055b76-f328-4519-b530-b34a695b9261___Keller.St_CG 1901.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,13443
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/850fd7db-de0c-4bd8-b869-ffbaa4a3a320___Keller.St_CG 1807.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,16671
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/696f8ae9-a39b-42a4-925a-05a1c69a62a8___Matt.S_CG 7493.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21226
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/Tomato___Septoria_leaf_spot_original_1f55c2e9-67b2-4377-a426-4932a77c3439___Matt.S_CG 7778.JPG_54eca3ce-5555-4276-aa60-842f38eb07a1.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18293
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/b34a44db-e645-416d-beae-d8b65895d727___Matt.S_CG 7736.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20685
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/94445a4d-97cd-4db5-aedb-32da5756b2d7___JR_Sept.L.S 2498.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22036
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/Tomato___Septoria_leaf_spot_original_0aa486df-97b6-4764-89a9-d193e16aabbb___Keller.St_CG 1931.JPG_0e558dd9-aec3-4b22-90e7-24b6461b9cb2.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,14858
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/Tomato___Septoria_leaf_spot_original_0cba2d69-c73b-472b-9fc1-beca9b3f02a0___JR_Sept.L.S 8369.JPG_45f2453b-4703-401a-a75f-c17b918649a9.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19995
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c2c33819-8bcc-479b-8ee0-2b2858165764___Matt.S_CG 6345.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,12976
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/cfe066a7-1a1c-4b23-8241-dad4cc5660da___Matt.S_CG 7718.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22930
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/dd5b3796-c2c2-4277-ab0f-cfee6d0f661a___Matt.S_CG 7589.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21099
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/d34bb16c-4890-499a-8bcd-7fbd6c540a91___Matt.S_CG 7546.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,22065
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/a06020fc-7c74-4cc8-bd8f-9a18d7731857___Matt.S_CG 6750.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21969
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/836825c5-3bc5-492f-9287-e086a02af35c___JR_Sept.L.S 2492.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,15892
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/db51d98a-5c42-469b-9812-7998206b303e___Matt.S_CG 2781.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,21870
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/261666dc-32fb-43b2-93db-efc28e296df4___JR_Sept.L.S 8491.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,18831
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/adf85c8b-07e2-4f8c-a04a-8a71094b97e6___Matt.S_CG 7530.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,20234
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/dea10aaf-fc64-4dad-b553-568a8581a30d___Matt.S_CG 0688.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,13437
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Septoria_leaf_spot/c1b1555c-59b0-4b65-9c8e-a6ea23168c20___Matt.S_CG 2607.JPG,train,Tomato___Septoria_leaf_spot,Mancha por Septoria,19710
